okres,tytul,autor,pozycja_w_rankingu,zmiana_w_rankingu,ocena,liczba_ocen,liczba_czytelnikow,liczba_recenzji
02-2026,Rzeka lodu,Ariel Lawhon,89,awans,7.7,700,1692,138
02-2026,Rumor,Robert Małecki,90,nowosc,7.2,1893,3104,339
02-2026,Deep End,Ali Hazelwood,91,nowosc,7.3,640,1344,136
02-2026,"Odwaga bycia nielubianym. Japoński fenomen, który pokazuje jak być wolnym i odmienić własne życie",Ichirō Kishimi,92,spadek,7.3,2412,9138,329
02-2026,Technika uwalniania. Podręcznik rozwijania świadomości.,David R. Hawkins,93,awans,8.1,695,3973,109
02-2026,Chłopki. Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,94,spadek,8.0,18506,33609,2436
02-2026,Brimstone,Callie Hart,95,nowosc,7.4,462,1134,139
02-2026,Obława,Piotr Kościelny,96,nowosc,7.3,614,1003,117
02-2026,"Zadzwoń, jak dojedziesz",Jakub Bączykowski,97,spadek,7.6,3402,6656,703
02-2026,Nic takiego,Katarzyna Puzyńska,98,spadek,7.1,1005,1849,266
02-2026,Słowik,Kristin Hannah,99,awans,8.3,14469,27020,1955
02-2026,Sobowtór,Maciej Siembieda,100,nowosc,7.9,2110,3610,398
02-2026,Piekło jest puste,Remigiusz Mróz,101,spadek,7.3,2758,4501,401
02-2026,"Atomowe nawyki. Drobne zmiany, niezwykłe efekty",James Clear,102,spadek,7.7,7839,20186,832
02-2026,Red Shirt,Julia Popiel,103,nowosc,7.6,2165,4032,324
02-2026,Umbra,Paulina Świst,104,awans,7.6,785,1359,194
02-2026,Niszczycielka,Agata Polte,105,nowosc,8.1,372,774,102
02-2026,"Schronisko, które spowijał mrok",Sławek Gortych,106,spadek,8.1,7776,13346,897
02-2026,Numer 1,Agnieszka Peszek,107,nowosc,7.4,480,763,126
02-2026,Szatańskie tango,László Krasznahorkai,108,spadek,7.4,449,3049,79
02-2026,Bez śladu,"Dominik Szczepański,Adam Bielecki",109,spadek,8.0,150,612,25
02-2026,"Głowa do góry, cycki do przodu",Gabriela Gargaś,110,nowosc,7.5,210,449,86
02-2026,"Ten, którego kochały",Paige Toon,111,nowosc,7.5,293,1049,107
02-2026,Zaginiona,Piotr Kościelny,112,nowosc,7.2,2119,3294,377
02-2026,Jak poskromić Diabła,Kyra Parsi,113,spadek,7.7,1352,2322,297
01-2026,Pomoc domowa,Freida McFadden,1,awans,7.6,14813,23335,2055
01-2026,Gołoborze,Maciej Siembieda,2,spadek,8.3,4219,9777,872
01-2026,Cały ten błękit,Mélissa Da Costa,3,spadek,7.8,2948,8801,560
01-2026,"Dziki, mroczny brzeg",Charlotte McConaghy,4,awans,7.5,2665,6290,495
01-2026,"Schronisko, które przestało istnieć",Sławek Gortych,5,awans,7.5,14137,24739,1980
01-2026,O krok za daleko,Harlan Coben,6,nowosc,7.2,3687,6592,511
01-2026,Alchemised,SenLinYu,7,awans,7.3,1892,5229,459
01-2026,Labirynt,Remigiusz Mróz,8,nowosc,6.9,1326,2454,183
01-2026,Śnieg przykryje,Michał Śmielak,9,awans,7.7,4447,6983,787
01-2026,Pomoc domowa. Sekret,Freida McFadden,10,awans,7.4,8290,11791,1020
01-2026,Quo vAIdis,Andrzej Dragan,11,spadek,7.7,1471,4572,206
01-2026,Kiedy żurawie odlatują na południe,Lisa Ridzén,12,awans,8.0,1296,4708,278
01-2026,Odcienie przemocy,Grzegorz Karwowski,13,awans,7.3,103,212,79
01-2026,Heated Rivalry,Rachel Reid,14,spadek,7.6,272,623,46
01-2026,Monolok,Paweł Sołtys,15,nowosc,7.6,274,774,60
01-2026,Rok zmian,Mieczysław Gorzka,16,spadek,7.4,1623,3137,334
01-2026,Mrok jest po naszej stronie,Katarzyna Zyskowska,17,awans,8.1,814,2101,198
01-2026,Małe życie,Hanya Yanagihara,18,spadek,7.8,16644,44203,2658
01-2026,Wczoraj byłaś zła na zielono,Eliza Kącka,19,spadek,7.2,1280,4261,285
01-2026,Węzeł czasu,Remigiusz Mróz,20,spadek,7.0,2012,3981,376
01-2026,"Teoria „Pozwól im”.  Odmieniające życie narzędzie, o którym mówią miliony ludzi",Mel Robbins,21,spadek,6.9,1470,5263,237
01-2026,Idealny syn,Freida McFadden,22,nowosc,7.0,2935,4447,458
01-2026,Projekt Hail Mary,Andy Weir,23,awans,8.2,1708,3482,240
01-2026,Światłoczułość,Jakub Jarno,24,spadek,7.7,3924,9285,693
01-2026,Nocami krzyczą sarny,Katarzyna Zyskowska,25,awans,8.1,4293,8727,718
01-2026,Goście weselni,Alison Espach,26,awans,7.2,5110,8969,757
01-2026,Fourth Wing. Czwarte Skrzydło (dodatkowe rozdziały),Rebecca Yarros,27,awans,8.0,6762,11691,787
01-2026,"Schronisko, które zostało zapomniane",Sławek Gortych,28,spadek,7.9,5362,9890,752
01-2026,Kat Gaudiego,Aro Sáinz de la Maza,29,nowosc,7.1,330,948,91
01-2026,Siła męskiego honoru,Edyta Świętek,30,nowosc,7.4,228,420,56
01-2026,Zaleca się kota,Shō Ishida,31,awans,7.1,2130,4209,384
01-2026,Naznaczony,Robert Galbraith,32,spadek,7.6,1417,2775,238
01-2026,Chłopki. Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,33,awans,8.0,18506,33609,2436
01-2026,It Ends with Us,Colleen Hoover,34,nowosc,7.9,14223,25547,1829
01-2026,Dwór cierni i róż,Sarah J. Maas,35,awans,7.5,4543,8947,447
01-2026,Zombie,Wojciech Chmielarz,36,nowosc,7.5,3976,6719,486
01-2026,Piękność z lodu,Monika Raspen,37,spadek,8.5,306,1058,112
01-2026,Nieznajomi,Izabela Janiszewska,38,spadek,7.4,2751,4352,503
01-2026,Gen zła,Katarzyna Wolwowicz,39,nowosc,7.4,1359,2050,216
01-2026,Z mgły zrodzony,Brandon Sanderson,40,awans,8.2,9460,20061,871
01-2026,Zabójcza przyjaźń,Alice Feeney,41,nowosc,7.3,1347,2369,283
01-2026,Colette,Valérie Perrin,42,awans,7.8,2180,5508,418
01-2026,Stoner,John Williams,43,awans,7.9,3897,9680,674
01-2026,Obiekty głębokiego nieba,Jakub Małecki,44,spadek,7.7,3215,5821,592
01-2026,Piekło jest puste,Remigiusz Mróz,45,awans,7.3,2758,4501,401
01-2026,Wymieranie Ireny Rey,Jennifer Croft,46,nowosc,6.3,134,692,55
01-2026,Człowiek w poszukiwaniu sensu,Viktor E. Frankl,47,awans,7.9,11799,29006,1206
01-2026,"Cole, uwięziona pokusa",AT. Michalak,48,awans,7.1,102,197,43
01-2026,Pułapki myślenia. O myśleniu szybkim i wolnym,Daniel Kahneman,49,spadek,7.9,4554,27082,494
01-2026,"Zadzwoń, jak dojedziesz",Jakub Bączykowski,50,awans,7.6,3402,6656,703
01-2026,"Atomowe nawyki. Drobne zmiany, niezwykłe efekty",James Clear,51,spadek,7.7,7839,20186,832
01-2026,Gdzie śpiewają raki,Delia Owens,52,awans,7.9,28747,48477,3881
01-2026,Hamnet,Maggie O'Farrell,53,nowosc,7.4,496,1764,86
01-2026,Szklany Tron,Sarah J. Maas,54,awans,7.8,15944,32149,1678
01-2026,Nie kłam,Freida McFadden,55,nowosc,7.2,4285,6944,666
01-2026,Wichrowe wzgórza,Emily Jane Brontë,56,nowosc,7.4,890,1902,100
01-2026,Traktat o łuskaniu fasoli,Wiesław Myśliwski,57,awans,8.2,9777,26702,1088
01-2026,Na południe od Brazos,Larry McMurtry,58,awans,8.9,2063,7662,468
01-2026,"Ja, która nie poznałam mężczyzn",Jacqueline Harpman,59,awans,7.2,3117,7593,478
01-2026,"Tam, gdzie jest miejsce przy stole",Mag­da­ Knedler,60,spadek,7.5,1108,1999,272
01-2026,Wesołych Świąt,Wojtek Sokół,61,spadek,7.7,144,591,33
01-2026,Bez śladu,"Dominik Szczepański,Adam Bielecki",62,spadek,8.0,150,612,25
01-2026,"Schronisko, które spowijał mrok",Sławek Gortych,63,nowosc,8.1,7776,13346,897
01-2026,Problem trzech ciał,Cixin Liu,64,awans,7.5,9281,19462,1153
01-2026,Osada,Michał Śmielak,65,awans,7.4,5793,8917,962
01-2026,Wszystko na mojej głowie,Jakub Bączykowski,66,nowosc,7.4,772,1499,193
01-2026,Droga Królów,Brandon Sanderson,67,awans,8.8,12254,31399,1389
01-2026,Jak poskromić Diabła,Kyra Parsi,68,awans,7.7,1352,2322,297
01-2026,Kairos,Jenny Erpenbeck,69,awans,6.8,476,1846,107
01-2026,Pielgrzym,Terry Hayes,70,nowosc,8.2,8025,17986,1074
01-2026,Przez trudy do gwiazd,Anna Rybakiewicz,71,nowosc,8.3,474,986,139
01-2026,"Odwaga bycia nielubianym. Japoński fenomen, który pokazuje jak być wolnym i odmienić własne życie",Ichirō Kishimi,72,spadek,7.3,2412,9138,329
01-2026,Księga Cieni,Holly Black,73,spadek,7.5,158,622,39
01-2026,Katharsis,Maciej Siembieda,74,spadek,8.2,4763,9338,757
01-2026,Virion. Dom,Andrzej Ziemiański,75,nowosc,7.7,247,634,41
01-2026,Kontury,Jakub Jarno,76,spadek,7.5,1241,2815,272
01-2026,Hyperion,Dan Simmons,77,spadek,8.2,10013,22624,1033
01-2026,Nic takiego,Katarzyna Puzyńska,78,spadek,7.1,1005,1849,266
01-2026,Schron,Marcel Moss,79,nowosc,7.5,585,1163,157
01-2026,Null,Szczepan Twardoch,80,spadek,7.4,3377,6316,540
01-2026,Szatańskie tango,László Krasznahorkai,81,spadek,7.4,449,3049,79
01-2026,W dobrych rękach,Yael van der Wouden,82,awans,7.1,545,2041,125
01-2026,Misja,Michel Desmarquet,83,spadek,7.1,377,1011,84
01-2026,O krok za daleko,Abbi Glines,84,nowosc,7.6,3837,7634,381
01-2026,Bóg techy. Jak wielkie firmy technologiczne przejmują władzę nad Polską i światem,Sylwia Czubkowska,85,spadek,7.7,1047,4035,174
01-2026,The 5. Pierwsze pięć lat prowadzenia firmy,Tomasz Karwatka,86,spadek,9.4,200,531,142
01-2026,Żądło,Paul Murray,87,spadek,7.6,1015,4024,156
01-2026,Pamięć drzewa,Tina Valles,88,nowosc,7.8,354,1356,178
01-2026,Porozmawiajmy o... Żydach. Zapowiedź,"Wojciech Sumliński,Ewa Kurek",89,awans,8.3,132,372,24
01-2026,Rzeka lodu,Ariel Lawhon,90,awans,7.7,700,1692,138
01-2026,Tajemna historia,Donna Tartt,91,spadek,7.8,6810,19302,793
01-2026,Siła śmierci,"Agnieszka Lingas-Łoniewska,Anna Szafrańska",92,nowosc,8.1,217,454,44
01-2026,Piętno,Przemysław Piotrowski,93,nowosc,7.7,11558,18768,1967
01-2026,"Schronisko, które przetrwało",Sławek Gortych,94,nowosc,7.9,9141,14808,1039
01-2026,Obsesja,B.A. Paris,95,nowosc,7.1,1463,2873,338
01-2026,Czerwony świt,Pierce Brown,96,awans,7.6,1810,6695,303
01-2026,Dziewczyna z konspiracji,Weronika Ilska,97,nowosc,8.4,135,283,81
01-2026,Drugie życie Czarnego Kota,Stanisław Łubieński,98,nowosc,7.1,172,575,35
01-2026,Ballada o miłości,Lucinda Riley,99,spadek,7.8,691,1536,169
01-2026,Zostań ze mną,"Nicholas Sparks,M. Night Shyamalan",100,nowosc,7.2,485,1142,166
01-2026,Drzewa,Percival Everett,101,nowosc,7.2,222,940,50
01-2026,Umowa,Joanna Chwistek,102,nowosc,7.6,250,454,53
01-2026,Wola wielu,James Islington,103,nowosc,8.3,748,3531,162
01-2026,Buddenbrookowie. Upadek pewnej rodziny,Thomas Mann,104,spadek,7.8,1936,6022,174
01-2026,Zabiłaś mnie pierwsza,John Marrs,105,nowosc,7.2,874,1687,188
01-2026,Umbra,Paulina Świst,106,spadek,7.6,785,1359,194
01-2026,Grobowa cisza,Ryszard Ćwirlej,107,nowosc,7.1,179,357,86
01-2026,Zbieracze borówek,Amanda Peters,108,nowosc,7.4,2201,4008,366
01-2026,Technika uwalniania. Podręcznik rozwijania świadomości.,David R. Hawkins,109,nowosc,8.1,695,3973,109
01-2026,Słowik,Kristin Hannah,110,spadek,8.3,14469,27020,1955
01-2026,Finansowa forteca,Marcin Iwuć,111,spadek,8.9,3189,9893,979
01-2026,"Rok, w którym nie umarłem",Mikołaj Grynberg,112,nowosc,7.4,1110,2720,164
01-2026,Krew nad Jasną Przystanią,M. L. Wang,113,spadek,8.0,272,1708,74
01-2026,Położne,Sabina Jakubowska,114,nowosc,7.9,159,1124,42
01-2026,It Starts with Us,Colleen Hoover,115,nowosc,7.3,4483,7797,547
01-2026,Cuda za rogiem,Keigo Higashino,116,nowosc,7.6,1425,3520,277
01-2026,Akuszerki,Sabina Jakubowska,117,awans,8.4,2079,4857,399
01-2026,Kobiety,Kristin Hannah,118,spadek,8.1,2657,5565,371
01-2026,Życie Violette,Valérie Perrin,119,nowosc,7.8,7809,14661,1220
01-2026,Pamiętnik mojej siostry,Loreth Anne White,120,spadek,7.3,1276,2326,243
01-2026,Demon Copperhead,Barbara Kingsolver,121,spadek,8.1,5567,12475,709
01-2026,White Shirt,Julia Popiel,122,spadek,7.7,739,1478,111
01-2026,Czerwień,Małgorzata Oliwia Sobczak,123,nowosc,7.3,7767,13029,1212
01-2026,Zabawa w chowanego,Søren Sveistrup,124,spadek,7.6,1208,2910,267
01-2026,Cesarstwo świtu,Jay Kristoff,125,nowosc,8.5,312,1342,66
12-2025,Gołoborze,Maciej Siembieda,1,awans,8.3,4219,9777,872
12-2025,Cały ten błękit,Mélissa Da Costa,2,awans,7.8,2948,8801,560
12-2025,Quo vAIdis,Andrzej Dragan,3,bez-zmian,7.7,1471,4572,206
12-2025,Pomoc domowa,Freida McFadden,4,nowosc,7.6,14813,23335,2055
12-2025,Heated Rivalry,Rachel Reid,5,awans,7.6,272,623,46
12-2025,Węzeł czasu,Remigiusz Mróz,6,spadek,7.0,2012,3981,376
12-2025,Bez śladu,"Dominik Szczepański,Adam Bielecki",7,nowosc,8.0,150,612,25
12-2025,Alchemised,SenLinYu,8,spadek,7.3,1892,5229,459
12-2025,Naznaczony,Robert Galbraith,9,spadek,7.6,1417,2775,238
12-2025,"Dziki, mroczny brzeg",Charlotte McConaghy,10,awans,7.5,2665,6290,495
12-2025,Wczoraj byłaś zła na zielono,Eliza Kącka,11,spadek,7.2,1280,4261,285
12-2025,Śnieg przykryje,Michał Śmielak,12,bez-zmian,7.7,4447,6983,787
12-2025,Piękność z lodu,Monika Raspen,13,awans,8.5,306,1058,112
12-2025,Rok zmian,Mieczysław Gorzka,14,awans,7.4,1623,3137,334
12-2025,Małe życie,Hanya Yanagihara,15,awans,7.8,16644,44203,2658
12-2025,"Teoria „Pozwól im”.  Odmieniające życie narzędzie, o którym mówią miliony ludzi",Mel Robbins,16,spadek,6.9,1470,5263,237
12-2025,"Schronisko, które przestało istnieć",Sławek Gortych,17,spadek,7.5,14137,24739,1980
12-2025,Kiedy żurawie odlatują na południe,Lisa Ridzén,18,awans,8.0,1296,4708,278
12-2025,Światłoczułość,Jakub Jarno,19,spadek,7.7,3924,9285,693
12-2025,The 5. Pierwsze pięć lat prowadzenia firmy,Tomasz Karwatka,20,nowosc,9.4,200,531,142
12-2025,Wesołych Świąt,Wojtek Sokół,21,nowosc,7.7,144,591,33
12-2025,"Schronisko, które zostało zapomniane",Sławek Gortych,22,awans,7.9,5362,9890,752
12-2025,Lewandowski. Prawdziwy,Sebastian Staszewski,23,spadek,7.5,770,1267,143
12-2025,Misja,Michel Desmarquet,24,awans,7.1,377,1011,84
12-2025,"Tam, gdzie jest miejsce przy stole",Mag­da­ Knedler,25,awans,7.5,1108,1999,272
12-2025,Mrok jest po naszej stronie,Katarzyna Zyskowska,26,awans,8.1,814,2101,198
12-2025,Gwiazdka. Opowieść przedwigilijna,Ingvild H. Rishøi,27,nowosc,7.7,304,735,85
12-2025,Żądło,Paul Murray,28,awans,7.6,1015,4024,156
12-2025,Obiekty głębokiego nieba,Jakub Małecki,29,spadek,7.7,3215,5821,592
12-2025,Nocami krzyczą sarny,Katarzyna Zyskowska,30,awans,8.1,4293,8727,718
12-2025,Tell me softly,Mercedes Ron,31,nowosc,7.5,139,348,61
12-2025,Pułapki myślenia. O myśleniu szybkim i wolnym,Daniel Kahneman,32,awans,7.9,4554,27082,494
12-2025,Fourth Wing. Czwarte Skrzydło (dodatkowe rozdziały),Rebecca Yarros,33,spadek,8.0,6762,11691,787
12-2025,Księga Cieni,Holly Black,34,awans,7.5,158,622,39
12-2025,Nieznajomi,Izabela Janiszewska,35,spadek,7.4,2751,4352,503
12-2025,Umbra,Paulina Świst,36,awans,7.6,785,1359,194
12-2025,Chłopki. Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,37,awans,8.0,18506,33609,2436
12-2025,Dwór cierni i róż,Sarah J. Maas,38,awans,7.5,4543,8947,447
12-2025,Nic takiego,Katarzyna Puzyńska,39,spadek,7.1,1005,1849,266
12-2025,Goście weselni,Alison Espach,40,awans,7.2,5110,8969,757
12-2025,Szatańskie tango,László Krasznahorkai,41,nowosc,7.4,449,3049,79
12-2025,Stoner,John Williams,42,awans,7.9,3897,9680,674
12-2025,Kontury,Jakub Jarno,43,spadek,7.5,1241,2815,272
12-2025,Fetysz,Przemysław Piotrowski,44,spadek,7.7,2935,4803,481
12-2025,Piekło jest puste,Remigiusz Mróz,45,spadek,7.3,2758,4501,401
12-2025,"Atomowe nawyki. Drobne zmiany, niezwykłe efekty",James Clear,46,awans,7.7,7839,20186,832
12-2025,"Cole, uwięziona pokusa",AT. Michalak,47,nowosc,7.1,102,197,43
12-2025,Ballada o miłości,Lucinda Riley,48,spadek,7.8,691,1536,169
12-2025,"Odwaga bycia nielubianym. Japoński fenomen, który pokazuje jak być wolnym i odmienić własne życie",Ichirō Kishimi,49,spadek,7.3,2412,9138,329
12-2025,Katharsis,Maciej Siembieda,50,awans,8.2,4763,9338,757
12-2025,Colette,Valérie Perrin,51,spadek,7.8,2180,5508,418
12-2025,Heweliusz. Tajemnica katastrofy na Bałtyku,Adam Zadworny,52,spadek,8.0,1906,3855,322
12-2025,Hyperion,Dan Simmons,53,awans,8.2,10013,22624,1033
12-2025,Zieleń,Małgorzata Oliwia Sobczak,54,spadek,7.6,2125,3803,338
12-2025,Zabawa w chowanego,Søren Sveistrup,55,spadek,7.6,1208,2910,267
12-2025,Człowiek w poszukiwaniu sensu,Viktor E. Frankl,56,spadek,7.9,11799,29006,1206
12-2025,Pomoc domowa. Sekret,Freida McFadden,57,nowosc,7.4,8290,11791,1020
12-2025,Śmiały,Elżbieta Cherezińska,58,spadek,7.4,519,1541,147
12-2025,"Wszyscy TO robimy, czyli krótka opowieść o mijaniu się z prawdą",Dawid Myśliwiec,59,nowosc,7.5,284,1097,62
12-2025,Odcienie przemocy,Grzegorz Karwowski,60,nowosc,7.3,103,212,79
12-2025,"Zadzwoń, jak dojedziesz",Jakub Bączykowski,61,nowosc,7.6,3402,6656,703
12-2025,Zaleca się kota,Shō Ishida,62,nowosc,7.1,2130,4209,384
12-2025,Problem trzech ciał,Cixin Liu,63,awans,7.5,9281,19462,1153
12-2025,Gdzie śpiewają raki,Delia Owens,64,awans,7.9,28747,48477,3881
12-2025,Projekt Hail Mary,Andy Weir,65,spadek,8.2,1708,3482,240
12-2025,Traktat o łuskaniu fasoli,Wiesław Myśliwski,66,awans,8.2,9777,26702,1088
12-2025,Null,Szczepan Twardoch,67,spadek,7.4,3377,6316,540
12-2025,Dziewczyna z kalendarza,Sebastian Fitzek,68,nowosc,6.9,914,1894,263
12-2025,Stefcia,Joanna Adamek,69,spadek,7.7,519,1247,136
12-2025,Korowód,Jakub Małecki,70,awans,7.4,3777,6823,562
12-2025,Bóg techy. Jak wielkie firmy technologiczne przejmują władzę nad Polską i światem,Sylwia Czubkowska,71,nowosc,7.7,1047,4035,174
12-2025,Dlaczego zebry nie mają wrzodów?,Robert M. Sapolsky,72,nowosc,8.0,683,5996,93
12-2025,Tajemna historia,Donna Tartt,73,nowosc,7.8,6810,19302,793
12-2025,Słowik,Kristin Hannah,74,awans,8.3,14469,27020,1955
12-2025,"Max, Mischa i ofensywa Tet",Johan Harstad,75,nowosc,8.2,112,789,24
12-2025,"Ja, która nie poznałam mężczyzn",Jacqueline Harpman,76,awans,7.2,3117,7593,478
12-2025,Buddenbrookowie. Upadek pewnej rodziny,Thomas Mann,77,awans,7.8,1936,6022,174
12-2025,"Kwantechizm, czyli klatka na ludzi",Andrzej Dragan,78,nowosc,7.5,1339,3898,212
12-2025,Szklany Tron,Sarah J. Maas,79,awans,7.8,15944,32149,1678
12-2025,Szczygieł,Donna Tartt,80,nowosc,7.7,5988,17677,762
12-2025,Finansowa forteca,Marcin Iwuć,81,awans,8.9,3189,9893,979
12-2025,Osada,Michał Śmielak,82,nowosc,7.4,5793,8917,962
12-2025,Rozdroże kruków,Andrzej Sapkowski,83,spadek,7.3,10186,16342,1549
12-2025,Lena,Barbara Wysoczańska,84,spadek,7.7,642,1144,168
12-2025,Kobiety,Kristin Hannah,85,nowosc,8.1,2657,5565,371
12-2025,Jak poskromić Diabła,Kyra Parsi,86,spadek,7.7,1352,2322,297
12-2025,Anathema,Keri Lake,87,spadek,7.3,776,2153,209
12-2025,Głos z piekła,Marek Krajewski,88,spadek,7.3,394,949,155
12-2025,Świąteczna usterka,Agata Polte,89,nowosc,7.6,1159,1703,200
12-2025,Krew nad Jasną Przystanią,M. L. Wang,90,awans,8.0,272,1708,74
12-2025,Restart,Wojtek Przeździecki,91,nowosc,8.6,132,240,46
12-2025,Pamiętnik mojej siostry,Loreth Anne White,92,spadek,7.3,1276,2326,243
12-2025,Kairos,Jenny Erpenbeck,93,awans,6.8,476,1846,107
12-2025,Słowiański przewodnik po świętowaniu,Anna Stasiak,94,spadek,7.8,111,689,32
12-2025,W dobrych rękach,Yael van der Wouden,95,spadek,7.1,545,2041,125
12-2025,Sapiens. Od zwierząt do bogów,Yuval Noah Harari,96,nowosc,8.2,13124,35279,1307
12-2025,"To samo, ale inaczej. Opowiedz siebie na nowo",Joanna Flis,97,spadek,7.8,126,644,18
12-2025,Bezsilna,Lauren Roberts,98,nowosc,7.1,2994,7119,564
12-2025,Porozmawiajmy o... Żydach. Zapowiedź,"Wojciech Sumliński,Ewa Kurek",99,nowosc,8.3,132,372,24
12-2025,Przymierze wody,Abraham Verghese,100,spadek,8.3,177,1209,54
12-2025,Demon Copperhead,Barbara Kingsolver,101,awans,8.1,5567,12475,709
12-2025,Yellowface,Rebecca F. Kuang,102,awans,7.0,6477,11829,927
12-2025,Rzeka lodu,Ariel Lawhon,103,awans,7.7,700,1692,138
12-2025,White Shirt,Julia Popiel,104,nowosc,7.7,739,1478,111
12-2025,Cień wiatru,Carlos Ruiz Zafón,105,spadek,8.1,50216,90340,4783
12-2025,Dziwne obrazki,Uketsu,106,nowosc,7.5,2235,4907,489
12-2025,Z mgły zrodzony,Brandon Sanderson,107,nowosc,8.2,9460,20061,871
12-2025,Na południe od Brazos,Larry McMurtry,108,nowosc,8.9,2063,7662,468
12-2025,Złączeni honorem,Cora Reilly,109,spadek,7.6,5128,8432,534
12-2025,Opowieści z meekhańskiego pogranicza. Północ - Południe,Robert M. Wegner,110,nowosc,8.1,6006,12675,667
12-2025,Akuszerki,Sabina Jakubowska,111,nowosc,8.4,2079,4857,399
12-2025,Czerwony świt,Pierce Brown,112,nowosc,7.6,1810,6695,303
12-2025,Klub Dumas,Arturo Pérez-Reverte,113,nowosc,7.1,2698,6003,270
12-2025,Lekcje chemii,Bonnie Garmus,114,awans,8.0,10548,18012,1517
12-2025,Droga Królów,Brandon Sanderson,115,nowosc,8.8,12254,31399,1389
12-2025,Kasztanowy ludzik,Søren Sveistrup,116,spadek,7.5,5477,9535,915
12-2025,"Kwantechizm 2.0, czyli klatka na ludzi",Andrzej Dragan,117,nowosc,7.5,2130,4908,304
12-2025,Ogród rozpaczy ziemskich,Beatriz Serrano,118,spadek,7.1,1290,3669,243
12-2025,Zęza,Ewa Przydryga,119,spadek,7.7,602,1315,216
11-2025,Węzeł czasu,Remigiusz Mróz,1,nowosc,7.0,2012,3981,376
11-2025,Gołoborze,Maciej Siembieda,2,awans,8.3,4219,9777,872
11-2025,Quo vAIdis,Andrzej Dragan,3,awans,7.7,1471,4572,206
11-2025,Naznaczony,Robert Galbraith,4,nowosc,7.6,1417,2775,238
11-2025,Cały ten błękit,Mélissa Da Costa,5,awans,7.8,2948,8801,560
11-2025,Alchemised,SenLinYu,6,spadek,7.3,1892,5229,459
11-2025,Zanim powiesz żegnaj,"Harlan Coben,Reese Witherspoon",7,awans,6.7,1741,3190,362
11-2025,Wczoraj byłaś zła na zielono,Eliza Kącka,8,spadek,7.2,1280,4261,285
11-2025,Heweliusz. Tajemnica katastrofy na Bałtyku,Adam Zadworny,9,nowosc,8.0,1906,3855,322
11-2025,"Teoria „Pozwól im”.  Odmieniające życie narzędzie, o którym mówią miliony ludzi",Mel Robbins,10,spadek,6.9,1470,5263,237
11-2025,Lewandowski. Prawdziwy,Sebastian Staszewski,11,nowosc,7.5,770,1267,143
11-2025,Śnieg przykryje,Michał Śmielak,12,awans,7.7,4447,6983,787
11-2025,"Schronisko, które przestało istnieć",Sławek Gortych,13,bez-zmian,7.5,14137,24739,1980
11-2025,Fetysz,Przemysław Piotrowski,14,spadek,7.7,2935,4803,481
11-2025,Pomoc domowa,Freida McFadden,15,spadek,7.6,10374,16069,1479
11-2025,Światłoczułość,Jakub Jarno,16,awans,7.7,3924,9285,693
11-2025,Piekło jest puste,Remigiusz Mróz,17,spadek,7.3,2758,4501,401
11-2025,Małe życie,Hanya Yanagihara,18,spadek,7.8,16644,44203,2658
11-2025,Kiedy żurawie odlatują na południe,Lisa Ridzén,19,spadek,8.0,1296,4708,278
11-2025,"Dziki, mroczny brzeg",Charlotte McConaghy,20,nowosc,7.5,2665,6290,495
11-2025,Obiekty głębokiego nieba,Jakub Małecki,21,spadek,7.7,3215,5821,592
11-2025,Nic takiego,Katarzyna Puzyńska,22,nowosc,7.1,1005,1849,266
11-2025,"Schronisko, które zostało zapomniane",Sławek Gortych,23,awans,7.9,5362,9890,752
11-2025,Śmiały,Elżbieta Cherezińska,24,awans,7.4,519,1541,147
11-2025,Ballada o miłości,Lucinda Riley,25,awans,7.8,691,1536,169
11-2025,Nieznajomi,Izabela Janiszewska,26,awans,7.4,2751,4352,503
11-2025,"Tam, gdzie jest miejsce przy stole",Mag­da­ Knedler,27,nowosc,7.5,1108,1999,272
11-2025,Kontury,Jakub Jarno,28,spadek,7.5,1241,2815,272
11-2025,Fourth Wing. Czwarte Skrzydło (dodatkowe rozdziały),Rebecca Yarros,29,spadek,8.0,6762,11691,787
11-2025,Rok zmian,Mieczysław Gorzka,30,nowosc,7.4,1623,3137,334
11-2025,Nocami krzyczą sarny,Katarzyna Zyskowska,31,spadek,8.1,4293,8727,718
11-2025,Anathema,Keri Lake,32,awans,7.3,776,2153,209
11-2025,Głębia. Imprint,Marcin Podlewski,33,spadek,8.0,166,455,47
11-2025,Piękność z lodu,Monika Raspen,34,nowosc,8.5,306,1058,112
11-2025,Człowiek w poszukiwaniu sensu,Viktor E. Frankl,35,awans,7.9,11799,29006,1206
11-2025,Zieleń,Małgorzata Oliwia Sobczak,36,spadek,7.6,2125,3803,338
11-2025,Lena,Barbara Wysoczańska,37,awans,7.7,642,1144,168
11-2025,Null,Szczepan Twardoch,38,nowosc,7.4,3377,6316,540
11-2025,Fala,Katarzyna Wolwowicz,39,awans,7.5,1594,2357,234
11-2025,"Odwaga bycia nielubianym. Japoński fenomen, który pokazuje jak być wolnym i odmienić własne życie",Ichirō Kishimi,40,awans,7.3,2412,9138,329
11-2025,Jak poskromić Diabła,Kyra Parsi,41,spadek,7.7,1352,2322,297
11-2025,Stefcia,Joanna Adamek,42,spadek,7.7,519,1247,136
